{0}{94}sagashimono wa nan desu ka
{94}{190}mitsuke ni kuimono desu ka
{190}{306}kaban no naka mo tsukue no naka mo
{306}{398}sagashita keredo mitsukaranai no ni
{398}{472}mada mada sagasu ki desu ka
{472}{581}sore yori boku to odorimasen ka
{581}{675}yume no naka e yume no naka e
{675}{802}itte mitai to omoimasen ka
{1086}{1222}yasumu koto mo yurusarezu
{1222}{1314}warau koto wa tomerarete
{1314}{1435}haitsuku batte haitsuku batte
{1435}{1525}ittai nani wo sagashite iru no ka
{1525}{1601}sagasu no wo yameta toki
{1601}{1712}mitsukaru koto mo yoku aru hanashi de
{1712}{1806}odorimashou yume no naka e
{1806}{1929}itte mitai to omoimasen ka
{32}{35}|ÿ                         
{35}{40}|  ÿ                       
{40}{46}|    ÿ                     
{46}{51}|       ÿ                  
{51}{53}|         ÿ                
{57}{59}|            ÿ             
{63}{65}|               ÿ          
{69}{74}|                 ÿ        
{74}{80}|                   ÿ      
{80}{82}|                     ÿ    
{86}{93}|                        ÿ 
{122}{127}|ÿ                         
{127}{129}|  ÿ                       
{133}{135}|     ÿ                    
{139}{141}|        ÿ                 
{145}{146}|           ÿ              
{150}{157}|             ÿ            
{157}{159}|              ÿ           
{163}{169}|                ÿ         
{169}{174}|                   ÿ      
{174}{179}|                     ÿ    
{179}{189}|                        ÿ 
{216}{218}|ÿ                                 
{222}{227}|  ÿ                               
{227}{233}|    ÿ                             
{233}{239}|      ÿ                           
{239}{241}|         ÿ                        
{245}{251}|           ÿ                      
{251}{258}|              ÿ                   
{263}{269}|                 ÿ                
{269}{275}|                    ÿ             
{275}{281}|                      ÿ           
{281}{287}|                        ÿ         
{287}{289}|                           ÿ      
{293}{294}|                             ÿ    
{298}{305}|                                ÿ 
{312}{316}|ÿ                                  
{316}{321}|  ÿ                                
{321}{327}|    ÿ                              
{327}{333}|       ÿ                           
{333}{338}|          ÿ                        
{338}{344}|            ÿ                      
{344}{347}|              ÿ                    
{352}{357}|                 ÿ                 
{357}{360}|                   ÿ               
{366}{370}|                      ÿ            
{370}{375}|                        ÿ          
{375}{380}|                          ÿ        
{380}{386}|                            ÿ      
{386}{387}|                              ÿ    
{391}{397}|                                 ÿ 
{404}{409}|ÿ                          
{409}{415}|  ÿ                        
{415}{421}|     ÿ                     
{421}{427}|       ÿ                   
{427}{428}|          ÿ                
{433}{439}|            ÿ              
{439}{441}|              ÿ            
{445}{447}|                 ÿ         
{451}{457}|                    ÿ      
{457}{462}|                      ÿ    
{462}{471}|                         ÿ 
{500}{504}|ÿ                              
{504}{509}|  ÿ                            
{509}{515}|     ÿ                         
{515}{520}|       ÿ                       
{520}{523}|          ÿ                    
