{93}{220}Ils sont cinq pour défendre la Terre
{220}{306}Ils n'ont pour cela que leur courage
{306}{398}Il est inscrit sur chaque trait de leur visage
{398}{486}On les appelle les Samouraïs de l'Eternel
{486}{569}Les Samouraïs de l'Eternel
{569}{611}Héros venus du ciel
{611}{659}Combattent sans trembler
{659}{746}Les Samouraïs de l'Eternel
{746}{790}Pour l'amour immortel
{790}{835}Sont prêts à tout donner
{835}{913}Un jour viendra
{913}{972}Où enfin grâce à eux
{972}{1062}La paix triomphera
{1062}{1174}Le monde sera heureux
{1174}{1268}Et ce jour-là
{1268}{1329}De la Terre aux étoiles
{1329}{1416}Partout on bénira
{1416}{1523}Le nom des Samouraïs
{1546}{1634}Les Samouraïs de l'Eternel
{1634}{1674}Ont au fond de leur coeur
{1674}{1724}Une invincible ardeur
{1724}{1809}Pour défendre l'humanité
{1809}{1853}Et sauver à jamais
{1853}{1931}L'amour et la liberté
{163}{167}|ÿ                                   
{167}{168}|    ÿ                               
{172}{174}|         ÿ                          
{185}{190}|              ÿ                     
{190}{195}|                   ÿ                
{195}{200}|                     ÿ              
{200}{204}|                        ÿ           
{204}{206}|                            ÿ       
{210}{219}|                               ÿ    
{250}{255}|ÿ                                   
{255}{261}|    ÿ                               
{261}{266}|          ÿ                         
{266}{271}|               ÿ                    
{271}{276}|                    ÿ               
{276}{278}|                        ÿ           
{282}{295}|                             ÿ      
{295}{305}|                                ÿ   
{329}{334}|ÿ                                             
{334}{339}|   ÿ                                          
{339}{341}|       ÿ                                      
{345}{349}|         ÿ                                    
{349}{354}|               ÿ                              
{354}{360}|                   ÿ                          
{360}{365}|                      ÿ                       
{365}{367}|                          ÿ                   
{371}{377}|                                ÿ             
{377}{378}|                                   ÿ          
{383}{384}|                                        ÿ     
{388}{397}|                                          ÿ   
{419}{424}|ÿ                                        
{424}{429}|   ÿ                                     
{429}{434}|       ÿ                                 
{434}{436}|         ÿ                               
{440}{444}|               ÿ                         
{444}{449}|                   ÿ                     
{449}{453}|                     ÿ                   
{453}{462}|                        ÿ                
{462}{467}|                             ÿ           
{467}{468}|                                ÿ        
{472}{474}|                                   ÿ     
{478}{485}|                                      ÿ  
{519}{523}|ÿ                         
{523}{528}|    ÿ                     
{528}{530}|      ÿ                   
{534}{535}|         ÿ                
{539}{540}|              ÿ           
{544}{551}|                 ÿ        
{555}{560}|                    ÿ     
{560}{568}|                       ÿ  
{573}{575}|ÿ                  
{579}{583}|  ÿ                
{583}{588}|      ÿ            
{588}{596}|        ÿ          
{600}{604}|            ÿ      
{604}{610}|               ÿ   
{616}{621}|ÿ                       
{621}{623}|   ÿ                    
{627}{631}|      ÿ                 
{631}{642}|           ÿ            
{642}{648}|                ÿ       
{648}{658}|                    ÿ   
{695}{697}|ÿ                         
{701}{706}|    ÿ                     
{706}{711}|      ÿ                   
{711}{716}|         ÿ                
{716}{717}|              ÿ           
{721}{728}|                 ÿ        
{733}{734}|                    ÿ     
{738}{745}|                       ÿ  
{749}{754}|ÿ                    
{754}{760}|     ÿ               
{760}{765}|        ÿ            
{765}{773}|             ÿ       
{777}{781}|               ÿ     
{781}{789}|                  ÿ  
{794}{798}|ÿ                       
{798}{804}|     ÿ                  
{804}{806}|           ÿ            
{810}{817}|             ÿ          
{821}{826}|                  ÿ     
{826}{834}|                     ÿ  
{842}{848}|ÿ              
{853}{858}|   ÿ           
{858}{860}|        ÿ      
{870}{912}|            ÿ  
{916}{921}|ÿ                   
{921}{923}|   ÿ                
{931}{942}|     ÿ              
{942}{947}|         ÿ          
{947}{955}|               ÿ    
{960}{971}|                 ÿ  
{1005}{1010}|ÿ                 
{1010}{1017}|   ÿ              
{1021}{1028}|        ÿ         
{1032}{1034}|           ÿ      
{1038}{1044}|             ÿ    
{1048}{1061}|                ÿ 
{1094}{1098}|ÿ                    
{1098}{1105}|   ÿ                 
{1109}{1116}|         ÿ           
{1120}{1126}|           ÿ         
{1126}{1138}|              ÿ      
{1138}{1173}|                 ÿ   
{1198}{1202}|ÿ            
{1208}{1213}|   ÿ         
{1213}{1215}|      ÿ      
{1222}{1267}|           ÿ 
{1271}{1275}|ÿ                      
{1275}{1282}|   ÿ                   
{1287}{1295}|      ÿ                
{1299}{1300}|            ÿ          
{1304}{1314}|                ÿ      
{1314}{1328}|                 ÿ     
{1360}{1364}|ÿ                
{1364}{1371}|   ÿ             
{1375}{1382}|        ÿ        
{1386}{1391}|           ÿ     
{1391}{1398}|             ÿ   
{1403}{1415}|               ÿ 
{1448}{1453}|ÿ                   
{1453}{1463}|   ÿ                
{1463}{1473}|       ÿ            
{1473}{1479}|           ÿ        
{1479}{1488}|             ÿ      
{1492}{1508}|                ÿ   
{1581}{1587}|ÿ                         
{1587}{1588}|    ÿ                     
{1592}{1593}|      ÿ                   
{1597}{1602}|         ÿ                
{1602}{1607}|              ÿ           
{1607}{1615}|                 ÿ        
{1619}{1624}|                    ÿ     
{1624}{1633}|                       ÿ  
{1637}{1642}|ÿ                        
{1642}{1647}|    ÿ                    
{1647}{1652}|       ÿ                 
{1652}{1654}|            ÿ            
{1661}{1667}|               ÿ         
{1667}{1673}|                    ÿ    
{1681}{1685}|ÿ                    
{1685}{1690}|    ÿ                
{1690}{1692}|      ÿ              
{1696}{1707}|         ÿ           
{1707}{1712}|               ÿ     
{1712}{1723}|                 ÿ   
{1759}{1765}|ÿ                       
{1765}{1766}|     ÿ                  
{1770}{1774}|       ÿ                
{1774}{1779}|          ÿ             
{1779}{1784}|              ÿ         
{1784}{1795}|                  ÿ     
{1795}{1801}|                    ÿ   
{1801}{1808}|                      ÿ 
{1812}{1817}|ÿ                 
{1817}{1819}|   ÿ              
{1823}{1827}|      ÿ           
{1827}{1835}|          ÿ       
{1839}{1844}|            ÿ     
{1844}{1852}|              ÿ   
{1857}{1862}|ÿ                    
{1862}{1867}|   ÿ                 
{1867}{1871}|        ÿ            
{1871}{1877}|           ÿ         
{1877}{1881}|              ÿ      
{1881}{1884}|                ÿ    
{1888}{1901}|                   ÿ 
