{0}{119}{c:$FFFF00}isa oh 
{119}{267}{c:$FFFF00}isa iiga
{334}{537}kowashite watashi no kokoro o
{537}{693}akai kanashimi ga
{693}{869}afurete nagarete kuru kara
{869}{961}ima wa tada ah
{961}{1035}hitomi toji ah
{1035}{1220}kudakete shimai tai no
{1483}{1631}ima wa tada ah
{1631}{1704}hitomi toji ah
{1704}{1843}kudakete shimai tai no
{1843}{1937}soba ni 
{1937}{2068}ite ne
{7}{17}|ÿ      
{23}{66}| ÿ     
{73}{118}|    ÿ  
{160}{167}|ÿ       
{171}{178}| ÿ      
{184}{188}|    ÿ   
{192}{197}|     ÿ  
{205}{252}|      ÿ 
{369}{373}|ÿ                            
{378}{382}|  ÿ                          
{389}{395}|    ÿ                        
{395}{440}|       ÿ                     
{452}{453}|          ÿ                  
{462}{466}|            ÿ                
{472}{477}|              ÿ              
{477}{486}|                  ÿ          
{491}{495}|                     ÿ       
{501}{506}|                       ÿ     
{512}{519}|                         ÿ   
{519}{536}|                            ÿ
{546}{551}|ÿ                
{556}{562}| ÿ               
{562}{576}|   ÿ             
{586}{597}|     ÿ           
{607}{616}|       ÿ         
{628}{632}|         ÿ       
{639}{641}|            ÿ    
{646}{692}|               ÿ 
{702}{707}|ÿ                         
{715}{719}| ÿ                        
{723}{729}|   ÿ                      
{729}{771}|     ÿ                    
{784}{788}|        ÿ                 
{796}{799}|          ÿ               
{806}{812}|            ÿ             
{812}{821}|              ÿ           
{826}{830}|                 ÿ        
{838}{842}|                   ÿ      
{848}{854}|                      ÿ   
{854}{868}|                        ÿ 
{879}{888}|ÿ             
{888}{894}| ÿ            
{894}{901}|    ÿ         
{909}{913}|       ÿ      
{918}{922}|         ÿ    
{929}{960}|            ÿ 
{972}{976}|ÿ             
{976}{978}|  ÿ           
{982}{989}|    ÿ         
{994}{1002}|       ÿ      
{1002}{1007}|         ÿ    
{1012}{1034}|            ÿ 
{1045}{1051}|ÿ                     
{1055}{1058}|  ÿ                   
{1062}{1070}|    ÿ                 
{1076}{1080}|      ÿ               
{1085}{1090}|         ÿ            
{1097}{1099}|            ÿ         
{1103}{1111}|              ÿ       
{1117}{1120}|                ÿ     
{1125}{1129}|                  ÿ   
{1136}{1190}|                    ÿ 
{1553}{1558}|ÿ             
{1558}{1563}| ÿ            
{1563}{1571}|    ÿ         
{1577}{1580}|       ÿ      
{1586}{1589}|         ÿ    
{1596}{1630}|            ÿ 
{1640}{1644}|ÿ             
{1644}{1645}|  ÿ           
{1649}{1656}|    ÿ         
{1661}{1666}|       ÿ      
{1670}{1673}|         ÿ    
{1679}{1703}|            ÿ 
{1713}{1718}|ÿ                     
{1723}{1728}|  ÿ                   
{1728}{1736}|    ÿ                 
{1741}{1747}|      ÿ               
{1753}{1757}|         ÿ            
{1764}{1770}|            ÿ         
{1770}{1778}|              ÿ       
{1784}{1788}|                ÿ     
{1793}{1798}|                  ÿ   
{1804}{1842}|                    ÿ 
{1879}{1885}|ÿ       
{1885}{1890}|  ÿ     
{1900}{1936}|     ÿ  
{1964}{1971}|ÿ     
{1971}{1978}| ÿ    
{1987}{2038}|    ÿ 
