{198}{325}dokomade tsuzukuno
{325}{405}toki wa HAPPENING no PARTY
{405}{473}BLUE ni hitatteru
{473}{547}hima wa nai hazu yo, itsudemo
{547}{691}CHANCE no megami wa maegami dake nano
{691}{746}kizutsuku ki ga shite
{746}{823}tozashiteta mune no DOOR wo
{823}{891}hiraite tobidaseba
{891}{966}kaketeku dareka no kutsuoto
{966}{1111}ano ko wa RIVAL soretomo tomodachi
{1111}{1246}shinji aetara kimochi raku ni nareruyo
{1246}{1387}onaji yume ou hito wo kata tataki hagemaseba
{1387}{1538}ai wa kokoro wo mirai e hakobu kaze
{1538}{1598}WEDDING BELL, SYMPATHY
{1598}{1673}takaku nari hibiku
{1673}{1809}machikado ima, afureteru MERRY ANGEL
{1809}{1877}WEDDING MARCH, SYMPHONY
{1877}{1956}oshaberi na yume ga
{1956}{2176}kasanari atte kitto uta ni naru SOMEDAY
{268}{272}|ÿ                 
{272}{276}|  ÿ               
{276}{281}|    ÿ             
{281}{293}|      ÿ           
{303}{307}|         ÿ        
{307}{312}|            ÿ     
{312}{317}|              ÿ   
{317}{324}|                ÿ 
{337}{342}|ÿ                         
{342}{347}|  ÿ                       
{347}{352}|     ÿ                    
{352}{359}|        ÿ                 
{359}{368}|          ÿ               
{368}{376}|             ÿ            
{376}{381}|               ÿ          
{381}{386}|                  ÿ       
{386}{394}|                     ÿ    
{398}{404}|                       ÿ  
{408}{417}|ÿ                
{421}{432}|     ÿ           
{442}{447}|        ÿ        
{447}{451}|          ÿ      
{456}{461}|            ÿ    
{465}{472}|               ÿ 
{478}{482}|ÿ                            
{482}{486}|  ÿ                          
{486}{491}|     ÿ                       
{491}{499}|        ÿ                    
{499}{507}|          ÿ                  
{507}{511}|            ÿ                
{511}{517}|              ÿ              
{517}{522}|                 ÿ           
{522}{526}|                     ÿ       
{526}{534}|                      ÿ      
{534}{539}|                         ÿ   
{539}{546}|                           ÿ 
{552}{557}|ÿ                                    
{557}{567}|   ÿ                                 
{567}{573}|    ÿ                                
{573}{581}|       ÿ                             
{585}{590}|          ÿ                          
{590}{596}|            ÿ                        
{600}{605}|              ÿ                      
{605}{614}|                 ÿ                   
{622}{627}|                    ÿ                
{627}{638}|                      ÿ              
{638}{643}|                       ÿ             
{643}{654}|                         ÿ           
{654}{664}|                            ÿ        
{664}{678}|                              ÿ      
{678}{683}|                                 ÿ   
{683}{691}|                                   ÿ 
{691}{695}|ÿ                    
{695}{699}|  ÿ                  
{699}{702}|    ÿ                
{702}{720}|       ÿ             
{720}{726}|          ÿ          
{726}{730}|             ÿ       
{730}{735}|                ÿ    
{735}{745}|                   ÿ 
{756}{761}|ÿ                          
{761}{765}|  ÿ                        
{765}{770}|    ÿ                      
{770}{778}|       ÿ                   
{778}{783}|         ÿ                 
{787}{791}|            ÿ              
{791}{796}|              ÿ            
{796}{801}|                 ÿ         
{801}{805}|                    ÿ      
{805}{816}|                      ÿ    
{816}{822}|                         ÿ 
{827}{831}|ÿ                 
{831}{836}|  ÿ               
{836}{840}|    ÿ             
{840}{861}|     ÿ            
{861}{866}|        ÿ         
{866}{870}|          ÿ       
{870}{875}|            ÿ     
{875}{882}|              ÿ   
{882}{890}|                ÿ 
{896}{901}|ÿ                          
{901}{906}|  ÿ                        
{906}{910}|    ÿ                      
{910}{918}|      ÿ                    
{918}{922}|         ÿ                 
{927}{932}|           ÿ               
{932}{936}|             ÿ             
{936}{940}|                ÿ          
{940}{945}|                   ÿ       
{945}{953}|                      ÿ    
{953}{958}|                        ÿ  
{958}{965}|                         ÿ 
{970}{975}|ÿ                                 
{975}{982}| ÿ                                
{986}{992}|    ÿ                             
{992}{999}|       ÿ                          
{1003}{1008}|          ÿ                       
{1008}{1017}|           ÿ                      
{1017}{1022}|            ÿ                     
{1022}{1030}|              ÿ                   
{1039}{1044}|                ÿ                 
{1044}{1053}|                  ÿ               
{1058}{1063}|                    ÿ             
{1063}{1069}|                      ÿ           
{1073}{1083}|                         ÿ        
{1083}{1092}|                           ÿ      
{1096}{1101}|                             ÿ    
{1101}{1110}|                               ÿ  
{1126}{1131}|ÿ                                     
{1136}{1144}|   ÿ                                  
{1144}{1149}|    ÿ                                 
{1154}{1158}|       ÿ                              
{1158}{1163}|        ÿ                             
{1163}{1167}|         ÿ                            
{1167}{1173}|           ÿ                          
{1179}{1183}|              ÿ                       
{1183}{1188}|                ÿ                     
{1188}{1196}|                  ÿ                   
{1196}{1205}|                      ÿ               
{1205}{1214}|                        ÿ             
{1214}{1219}|                           ÿ          
{1223}{1227}|                              ÿ       
{1227}{1232}|                                ÿ     
