{58}{237}Pour devenir un vrai Ninja
{237}{311}Mon petit Nicolas
{311}{415}Faut travailler, faut t'appliquer
{415}{490}Sans jamais te lasser
{490}{595}Faut tout apprendre, faut tout comprendre
{595}{670}Sans se laisser surprendre
{670}{772}Et puis enfin, un jour viendra
{772}{844}Où l'on sera fier de toi
{844}{907}Faut travailler
{907}{1020}C'est ça la loi de l'Académie des Ninjas
{1020}{1117}Parfois je sais
{1117}{1218}C'est difficile d'y arriver
{1218}{1297}Faut pas pleurer
{1297}{1378}Il faut y aller sans hésiter
{1378}{1488}Pour devenir un vrai Ninja
{1488}{1565}Mon petit Nicolas
{1565}{1666}Il faut avoir au fond du coeur
{1666}{1742}Le courage et l'ardeur
{1742}{1844}Faut se donner, sans hésiter
{1844}{1922}Jamais se décourager
{1922}{2024}Et puis enfin, un jour viendra
{2024}{2094}Où tu seras fier de toi
{2094}{2159}Faut travailler
{2159}{2271}C'est ça la loi de l'Académie des Ninjas
{2271}{2369}Et ce jour là
{2369}{2457}Sera le plus beau pour toi
{2457}{2548}Car tu auras
{2548}{2633}Enfin réussi ton grand exploit
{2633}{2743}Pour devenir un vrai Ninja
{2743}{2817}Mon petit Nicolas
{2817}{2921}Faut travailler, faut t'appliquer
{2921}{2996}Sans jamais te lasser
{2996}{3087}On sera fier de toi
{3087}{3187}A l'Académie des Ninjas
{158}{163}|ÿ                         
{163}{166}|     ÿ                    
{174}{177}|       ÿ                  
{186}{190}|         ÿ                
{203}{206}|             ÿ            
{210}{212}|                ÿ         
{220}{224}|                     ÿ    
{233}{236}|                        ÿ 
{248}{255}|ÿ                
{255}{258}|    ÿ            
{264}{270}|      ÿ          
{277}{283}|          ÿ      
{283}{286}|            ÿ    
{293}{296}|              ÿ  
{336}{338}|ÿ                                
{342}{345}|     ÿ                           
{352}{356}|        ÿ                        
{364}{368}|          ÿ                      
{383}{384}|                 ÿ               
{388}{391}|                      ÿ          
{399}{403}|                          ÿ      
{410}{414}|                             ÿ   
{426}{428}|ÿ                    
{432}{436}|     ÿ               
{443}{448}|       ÿ             
{455}{461}|            ÿ        
{461}{464}|               ÿ     
{471}{475}|                  ÿ  
{517}{519}|ÿ                                        
{523}{526}|     ÿ                                   
{534}{537}|        ÿ                                
{545}{548}|            ÿ                            
{561}{567}|                     ÿ                   
{567}{570}|                          ÿ              
{578}{582}|                               ÿ         
{590}{594}|                                  ÿ      
{607}{611}|ÿ                         
{611}{615}|     ÿ                    
{623}{627}|        ÿ                 
{635}{637}|            ÿ             
{642}{642}|                ÿ         
{650}{655}|                   ÿ      
{696}{702}|ÿ                             
{702}{706}|   ÿ                          
{713}{716}|        ÿ                     
{723}{727}|          ÿ                   
{741}{743}|               ÿ              
{748}{751}|                  ÿ           
{758}{761}|                       ÿ      
{768}{771}|                           ÿ  
{786}{791}|ÿ                       
{791}{797}|   ÿ                    
{797}{802}|        ÿ               
{802}{805}|          ÿ             
{814}{819}|             ÿ          
{819}{824}|                  ÿ     
{824}{829}|                     ÿ  
{875}{880}|ÿ              
{880}{884}|     ÿ         
{891}{895}|        ÿ      
{902}{906}|          ÿ    
{919}{921}|ÿ                                       
{925}{927}|      ÿ                                 
{935}{938}|         ÿ                              
{947}{950}|            ÿ                           
{964}{969}|                ÿ                       
{969}{975}|                   ÿ                    
{975}{980}|                      ÿ                 
{980}{986}|                        ÿ               
{986}{991}|                          ÿ             
{991}{997}|                              ÿ         
{997}{1002}|                                  ÿ     
{1002}{1005}|                                     ÿ  
{1043}{1047}|ÿ              
{1054}{1057}|   ÿ           
{1088}{1092}|        ÿ      
{1099}{1102}|           ÿ   
{1139}{1144}|ÿ                          
{1144}{1151}|      ÿ                    
{1151}{1156}|         ÿ                 
{1156}{1163}|           ÿ               
{1163}{1168}|                ÿ          
{1168}{1174}|                    ÿ      
{1174}{1179}|                      ÿ    
{1179}{1183}|                        ÿ  
{1223}{1226}|ÿ               
{1233}{1236}|     ÿ          
{1268}{1270}|         ÿ      
{1277}{1282}|             ÿ  
{1318}{1323}|ÿ                           
{1323}{1328}|   ÿ                        
{1328}{1333}|      ÿ                     
{1333}{1339}|          ÿ                 
{1339}{1344}|            ÿ               
{1344}{1349}|                ÿ           
{1349}{1355}|                     ÿ      
{1355}{1360}|                       ÿ    
{1360}{1363}|                         ÿ  
{1411}{1418}|ÿ                         
{1418}{1421}|     ÿ                    
{1428}{1432}|       ÿ                  
{1440}{1444}|         ÿ                
{1455}{1461}|             ÿ            
{1461}{1465}|                ÿ         
{1472}{1475}|                     ÿ    
{1484}{1487}|                        ÿ 
{1502}{1507}|ÿ                
{1507}{1510}|    ÿ            
{1517}{1521}|      ÿ          
{1530}{1536}|          ÿ      
{1536}{1539}|            ÿ    
{1547}{1550}|              ÿ  
{1591}{1596}|ÿ                             
{1596}{1600}|   ÿ                          
{1608}{1612}|      ÿ                       
{1620}{1624}|         ÿ                    
{1635}{1640}|              ÿ               
{1640}{1644}|                 ÿ            
{1652}{1654}|                      ÿ       
{1661}{1665}|                         ÿ    
{1677}{1683}|ÿ                     
{1683}{1686}|   ÿ                  
{1694}{1698}|      ÿ               
{1706}{1712}|        ÿ             
{1712}{1715}|              ÿ       
{1723}{1727}|                  ÿ   
{1766}{1771}|ÿ                           
{1771}{1776}|     ÿ                      
{1783}{1787}|        ÿ                   
{1794}{1798}|           ÿ                
{1812}{1818}|                ÿ           
